ID,Gender,BAMajor,BAGPA,yrs_work,yrs_python,yrs_R,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,GPA
20210917,F,Others,3.18,1,2,0,52.87,58.57,48.71,67.54,44.39,68.35,61.01,63.07,54.71,38.21,52.92,58.70,48.75,45.62,19.70,46.72,37.22,39.78,29.93,14.60,2.90
20210918,F,Information Systems,3.37,0,2,3,82.52,77.13,80.83,67.27,47.57,47.57,65.90,65.35,83.05,61.31,82.55,77.32,80.98,45.25,22.63,22.63,43.43,42.71,68.97,37.59,3.48
20210919,M,Computer Science,3.29,2,4,1,82.09,64.78,78.07,83.49,75.70,79.00,75.21,84.36,77.84,54.37,82.16,64.92,78.16,69.71,57.30,62.41,56.57,71.17,60.59,29.56,3.35
20210920,M,Liberal Arts,3.26,2,0,2,75.01,80.60,74.24,64.78,59.81,73.49,52.67,71.99,68.88,52.32,75.06,80.65,74.29,41.96,35.77,54.01,27.74,51.83,47.44,27.37,3.41
20210921,M,Electronic Engineering,3.23,0,3,0,52.19,61.90,55.70,67.81,71.22,53.01,74.24,66.18,68.88,56.67,52.26,61.95,55.84,45.98,50.72,28.10,55.12,43.80,47.44,32.11,3.20
20210922,F,Applied Math,3.53,2,1,3,80.32,76.42,80.37,85.01,76.42,77.13,74.97,76.65,60.41,14.80,80.39,76.60,80.51,72.27,58.40,59.49,56.21,58.75,36.49,2.19,3.37
20210923,M,Applied Math,3.25,4,0,3,94.09,95.33,82.61,89.61,94.95,88.17,70.19,59.81,65.35,14.80,94.15,95.48,82.62,80.30,90.16,77.74,49.27,35.77,42.71,2.19,3.41
20210924,M,Applied Math,3.46,4,1,2,91.39,80.37,86.50,76.42,78.30,79.69,67.27,82.61,78.07,0.00,91.40,80.48,86.63,58.40,61.31,63.50,45.25,68.24,60.95,0.00,3.48
20210925,M,Business,3.27,2,0,0,41.48,57.63,54.71,76.42,62.20,66.73,61.31,71.74,72.24,0.00,41.68,57.67,54.71,58.40,38.69,44.53,37.59,51.47,52.19,0.00,2.95
20210926,F,Information Systems,4,2,2,2,65.86,84.36,84.14,76.65,79.46,78.07,84.14,81.05,74.48,40.97,65.88,84.42,84.33,58.75,63.14,60.95,70.80,65.69,55.47,16.79,3.73
20210927,F,Applied Math,3.66,4,0,2,89.60,77.13,74.24,74.48,75.45,75.21,74.48,67.54,61.61,28.97,89.74,77.20,74.36,55.47,56.93,56.57,55.47,45.62,37.96,8.39,3.56
20210928,F,Applied Math,3.41,0,2,4,82.74,89.40,96.47,65.35,55.37,56.02,75.45,76.65,81.05,74.73,82.75,89.50,96.66,42.71,30.66,31.38,56.93,58.75,65.69,55.85,3.62
20210929,M,Computer Science,3.46,3,3,1,75.49,71.74,79.23,96.66,81.72,84.58,74.48,84.14,82.17,42.29,75.58,71.77,79.30,93.43,66.78,71.54,55.47,70.80,67.52,17.88,3.73
20210930,F,Liberal Arts,3.00,2,0,2,78.29,77.37,58.26,82.61,67.27,73.74,73.25,68.35,63.36,46.01,78.36,77.56,58.42,68.24,45.25,54.38,53.66,46.72,40.14,21.17,3.21
20210931,M,Electronic Engineering,3.27,0,4,2,74.29,67.27,65.62,70.45,75.45,61.01,77.60,72.75,80.15,68.35,74.39,67.45,65.77,49.63,56.93,37.22,60.22,52.93,64.24,46.72,3.50
20210932,M,Applied Math,3.04,0,1,3,74.78,77.84,85.01,56.99,50.90,69.93,53.01,67.27,48.33,68.08,74.81,78.01,85.19,32.48,25.91,48.90,28.10,45.25,23.36,46.35,3.14
20210933,M,Computer Science,3.29,2,4,1,82.09,64.78,78.07,83.49,75.70,79.00,75.21,84.36,77.84,54.37,82.28,64.97,78.24,69.71,57.30,62.41,56.57,71.17,60.59,29.56,3.35
20210934,M,Information Systems,3.06,2,3,3,91.97,76.18,90.82,75.94,90.82,76.18,83.05,86.71,75.45,57.95,92.17,76.37,90.91,57.67,82.48,58.03,68.97,75.19,56.93,33.58,3.42
20210935,F,Liberal Arts,3.19,3,2,0,55.20,73.00,55.37,68.88,71.74,81.95,82.61,78.07,80.37,15.98,55.36,73.15,55.43,47.44,51.47,67.16,68.24,60.95,64.59,2.55,3.31
20210936,F,Business,3.17,3,1,1,59.57,75.21,53.01,77.13,80.60,75.21,72.75,65.35,69.14,0.00,59.65,75.22,53.17,59.49,64.96,56.57,52.93,42.71,47.80,0.00,3.12
20210937,M,Computer Science,2.61,0,2,0,57.42,51.62,53.01,54.37,49.45,66.45,73.74,64.78,56.99,43.98,57.48,51.78,53.14,29.56,24.45,44.16,54.38,41.96,32.48,19.34,2.75
20210938,M,Applied Math,3.17,4,0,2,85.30,88.38,87.96,90.42,74.48,77.13,67.54,73.49,69.14,33.09,85.32,88.45,88.01,81.76,55.47,59.49,45.62,54.01,47.80,10.95,3.44
20210939,F,Business,3.11,2,1,0,64.20,53.70,40.53,57.95,67.00,65.62,61.31,73.74,73.25,25.63,64.39,53.75,40.60,33.58,44.89,43.06,37.59,54.38,53.66,6.57,3.12
20210940,F,Information Systems,3.23,0,3,2,72.34,63.65,76.18,55.04,61.01,50.90,69.41,72.24,68.35,47.57,72.40,63.81,76.24,30.29,37.22,25.91,48.18,52.19,46.72,22.63,3.10
20210941,M,Liberal Arts,3.90,1,0,0,63.64,44.80,46.40,57.63,56.35,68.88,65.07,51.26,57.95,50.90,63.75,44.87,46.47,33.21,31.75,47.44,42.34,26.28,33.58,25.91,3.48
20210942,M,Business,3.26,0,1,1,69.56,64.50,56.35,61.31,56.02,33.09,75.45,80.15,62.20,35.74,69.64,64.67,56.52,37.59,31.38,10.95,56.93,64.24,38.69,12.77,3.08
20210943,F,Computer Science,2.96,2,2,2,75.96,78.07,85.22,77.84,87.55,82.17,68.08,82.61,82.39,44.80,75.97,78.10,85.26,60.59,76.65,67.52,46.35,68.24,67.88,20.07,3.26
20210944,M,Applied Math,3.17,4,0,2,85.30,88.38,87.96,90.42,74.48,77.13,67.54,73.49,69.14,33.09,85.47,88.39,87.97,81.76,55.47,59.49,45.62,54.01,47.80,10.95,3.44
20210945,F,Information Systems,3.22,2,1,3,77.14,87.55,86.50,77.13,87.55,71.74,70.19,64.78,73.74,60.41,77.24,87.65,86.67,59.49,76.65,51.47,49.27,41.96,54.38,36.49,3.47
20210946,M,Others,3.01,3,2,1,73.81,68.08,61.31,69.41,73.99,83.71,77.84,65.62,67.27,44.80,73.97,68.11,61.49,48.18,54.75,70.07,60.59,43.06,45.25,20.07,3.31
20210947,F,Liberal Arts,3.39,0,0,1,67.47,51.26,55.37,57.31,62.20,50.90,50.18,60.41,65.90,49.45,67.61,51.45,55.47,32.84,38.69,25.91,25.18,36.49,43.43,24.45,3.21
20210948,M,Others,4,0,0,1,51.15,50.54,56.02,51.26,46.80,49.08,47.18,46.80,45.61,48.71,51.33,50.63,56.05,26.28,21.90,24.09,22.26,21.90,20.80,23.73,3.27
20210949,M,Business,3.12,1,2,2,71.59,59.50,80.83,72.49,62.20,63.93,80.83,83.27,89.40,43.98,71.67,59.64,80.93,52.55,38.69,40.87,65.33,69.34,79.92,19.34,3.17
20210950,M,Liberal Arts,3.04,2,0,1,70.07,70.71,71.74,71.99,79.46,58.88,69.93,63.93,79.92,24.16,70.22,70.84,71.83,51.83,63.14,34.67,48.90,40.87,63.87,5.84,3.19
20210951,F,Computer Science,3.43,4,3,1,67.47,83.71,73.99,89.61,86.50,97.22,78.07,89.40,73.49,0.00,67.52,83.80,74.06,80.30,74.82,94.52,60.95,79.92,54.01,0.00,3.63
20210952,F,Electronic Engineering,3.27,1,3,1,78.29,80.15,67.81,74.48,65.62,73.99,67.00,82.17,69.41,63.93,78.46,80.21,67.91,55.47,43.06,54.75,44.89,67.52,48.18,40.87,3.37
20210953,M,Information Systems,3.10,1,4,2,77.37,70.19,72.49,72.24,82.83,64.50,88.58,75.94,74.97,58.57,77.46,70.30,72.62,52.19,68.61,41.60,78.46,57.67,56.21,34.30,3.21
20210954,F,Information Systems,3.64,3,3,2,85.30,90.01,89.20,92.61,84.79,80.60,92.61,81.72,90.01,36.75,85.36,90.18,89.21,85.77,71.89,64.96,85.77,66.78,81.02,13.51,3.89
20210955,M,Others,3.31,3,0,1,58.35,48.71,73.74,65.90,78.54,79.69,46.01,46.01,59.19,0.00,58.49,48.80,73.88,43.43,61.69,63.50,21.17,21.17,35.03,0.00,3.03
20210956,F,Others,3.39,4,2,1,80.77,78.77,61.90,84.36,79.00,91.42,63.93,76.65,74.48,22.60,80.78,78.91,62.07,71.17,62.41,83.58,40.87,58.75,55.47,5.11,3.47
20210957,M,Applied Math,3.10,0,1,1,80.74,78.76,61.92,84.41,79.02,91.43,63.94,76.60,74.39,22.70,80.70,78.84,62.06,71.26,62.45,83.56,40.81,58.72,55.55,5.03,3.45
20210958,F,Electronic Engineering,3.26,3,1,0,49.37,55.70,53.01,71.22,86.29,70.71,73.99,63.65,57.95,0.00,49.55,55.84,53.07,50.72,74.46,50.00,54.75,40.51,33.58,0.00,3.04
20210959,F,Information Systems,3.53,0,3,3,75.96,69.41,82.17,70.71,65.07,58.57,69.93,69.93,84.36,67.54,76.10,69.46,82.30,50.00,42.34,34.30,48.90,48.90,71.17,45.62,3.49
20210960,M,Information Systems,3.90,2,2,2,80.99,71.22,71.22,84.79,66.45,71.48,84.36,67.81,62.78,20.93,81.14,71.23,71.41,71.89,44.16,51.09,71.17,45.98,39.41,4.38,3.57
20210961,F,Applied Math,3.31,3,1,3,87.58,93.00,80.60,88.58,70.97,81.95,59.81,79.92,63.65,0.00,87.59,93.07,80.62,78.46,50.37,67.16,35.77,63.87,40.51,0.00,3.39
20210962,F,Information Systems,3.19,1,2,2,66.13,67.81,65.07,60.11,64.78,55.37,69.93,65.35,82.17,58.26,66.33,67.87,65.20,36.13,41.96,30.66,48.90,42.71,67.52,33.94,3.14
20210963,F,Information Systems,3.01,2,3,2,86.14,84.79,76.42,71.22,69.93,75.45,91.42,87.13,86.71,42.29,86.25,84.95,76.59,50.72,48.90,56.93,83.58,75.92,75.19,17.88,3.42
20210964,F,Information Systems,3.01,2,3,2,86.14,84.79,76.42,71.22,69.93,75.45,91.42,87.13,86.71,42.29,86.32,84.86,76.58,50.72,48.90,56.93,83.58,75.92,75.19,17.88,3.42
20210965,F,Information Systems,3.33,1,2,1,53.88,56.02,66.45,55.04,53.35,77.13,59.50,79.00,78.54,47.95,53.98,56.14,66.62,30.29,28.46,59.49,35.40,62.41,61.69,22.99,3.34
20210966,F,Applied Math,3.09,0,0,4,89.60,77.84,81.05,41.85,51.97,54.37,51.97,47.18,56.35,66.73,89.77,77.99,81.23,17.51,27.01,29.56,27.01,22.26,31.75,44.53,3.21
20210967,M,Computer Science,3.14,2,2,1,59.87,55.70,58.57,82.39,79.00,85.44,60.71,78.77,79.92,53.35,60.06,55.75,58.65,67.88,62.41,73.00,36.86,62.05,63.87,28.46,3.27
20210968,M,Applied Math,2.51,0,1,3,59.86,55.70,58.60,82.42,79.07,85.48,60.71,78.75,79.97,53.39,60.16,55.69,58.60,67.81,62.35,73.04,36.94,61.98,63.87,28.49,3.19
20210969,M,Business,3.26,3,1,1,63.64,71.48,65.35,80.15,66.73,84.36,71.74,87.55,79.69,22.60,63.81,71.54,65.35,64.24,44.53,71.17,51.47,76.65,63.50,5.11,3.20
20210970,M,Applied Math,3.40,1,1,3,94.09,80.15,76.42,54.03,73.74,67.54,57.95,73.99,78.07,54.71,94.23,80.31,76.58,29.19,54.38,45.62,33.58,54.75,60.95,29.93,3.45
20210971,M,Others,3.12,0,1,1,69.56,57.95,46.80,57.31,34.17,50.90,61.90,49.45,50.18,40.53,69.75,58.08,46.84,32.84,11.68,25.91,38.32,24.45,25.18,16.43,2.78
20210972,M,Information Systems,3.18,0,3,2,74.29,69.41,67.00,51.26,49.45,76.18,66.18,70.71,65.90,58.57,74.47,69.61,67.19,26.28,24.45,58.03,43.80,50.00,43.43,34.30,3.14
20210973,F,Computer Science,3.53,4,4,1,85.51,71.74,75.45,99.45,95.71,96.85,91.42,81.28,97.41,49.82,85.59,71.85,75.52,98.90,91.60,93.80,83.58,66.06,94.89,24.82,3.90
20210974,F,Computer Science,3.14,0,3,2,70.58,72.75,60.11,76.65,69.14,66.18,78.30,78.07,70.97,73.49,70.60,72.81,60.13,58.75,47.80,43.80,61.31,60.95,50.37,54.01,3.37
20210975,F,Information Systems,3.01,2,3,2,86.14,84.79,76.42,71.22,69.93,75.45,91.42,87.13,86.71,42.29,86.16,84.96,76.53,50.72,48.90,56.93,83.58,75.92,75.19,17.88,3.42
20210976,M,Computer Science,2.97,1,4,1,71.09,71.22,64.22,74.73,74.97,72.24,79.00,79.46,78.77,35.23,71.24,71.39,64.39,55.85,56.21,52.19,62.41,63.14,62.05,12.41,3.12
20210977,M,Electronic Engineering,3.26,3,2,1,77.14,67.27,59.19,91.02,89.20,76.89,79.92,83.49,72.24,50.54,77.24,67.42,59.23,82.85,79.57,59.12,63.87,69.71,52.19,25.54,3.45
20210978,M,Electronic Engineering,3.05,3,3,2,88.19,77.60,73.99,93.59,92.41,81.50,76.42,72.75,81.95,35.74,88.29,77.63,74.09,87.59,85.40,66.42,58.40,52.93,67.16,12.77,3.33
20210979,M,Information Systems,3.55,2,3,1,61.93,80.83,65.62,67.27,71.99,86.92,79.00,67.81,87.34,35.23,62.10,81.02,65.69,45.25,51.83,75.55,62.41,45.98,76.28,12.41,3.40
20210980,M,Computer Science,2.61,0,2,0,57.42,51.62,53.01,54.37,49.45,66.45,73.74,64.78,56.99,43.98,57.61,51.64,53.06,29.56,24.45,44.16,54.38,41.96,32.48,19.34,2.75
20210981,F,Information Systems,3.28,2,3,3,90.20,94.17,76.65,87.96,73.25,88.99,81.95,84.14,89.20,34.70,90.27,94.24,76.66,77.37,53.66,79.19,67.16,70.80,79.57,12.04,3.59
20210982,F,Information Systems,3.29,4,2,2,80.32,90.01,89.40,94.75,98.53,79.92,85.01,84.79,78.77,10.46,80.42,90.16,89.44,89.78,97.08,63.87,72.27,71.89,62.05,1.09,3.58
20210983,F,Computer Science,2.97,4,3,1,67.47,68.62,67.00,95.14,91.62,99.27,90.01,73.49,90.42,31.97,67.50,68.76,67.08,90.52,83.94,98.55,81.02,54.01,81.76,10.22,3.41
20210984,M,Business,3.27,0,1,2,55.84,70.45,69.93,54.37,40.53,47.57,67.81,78.77,69.93,43.98,56.02,70.60,70.09,29.56,16.43,22.63,45.98,62.05,48.90,19.34,3.12
20210985,M,Applied Math,3.25,4,0,3,94.09,95.33,82.61,89.61,94.95,88.17,70.19,59.81,65.35,14.80,94.26,95.51,82.67,80.30,90.16,77.74,49.27,35.77,42.71,2.19,3.41
20210986,F,Business,3.28,1,2,0,59.27,66.73,46.01,65.35,69.14,58.57,82.17,83.93,67.81,57.63,59.47,66.83,46.05,42.71,47.80,34.30,67.52,70.44,45.98,33.21,3.27
20210987,F,Applied Math,3.66,4,0,2,89.60,77.13,74.24,74.48,75.45,75.21,74.48,67.54,61.61,28.97,89.60,77.31,74.27,55.47,56.93,56.57,55.47,45.62,37.96,8.39,3.56
20210988,F,Information Systems,3.33,1,2,1,53.88,56.02,66.45,55.04,53.35,77.13,59.50,79.00,78.54,47.95,53.91,56.03,66.61,30.29,28.46,59.49,35.40,62.41,61.69,22.99,3.34
20210989,M,Others,3.54,1,1,0,45.20,63.93,60.11,42.29,70.19,41.42,46.80,65.62,43.56,15.98,45.22,64.05,60.25,17.88,49.27,17.16,21.90,43.06,18.97,2.55,2.96
20210990,M,Electronic Engineering,3.34,0,1,1,59.87,61.61,69.41,49.45,68.35,54.03,55.37,53.35,46.40,40.97,59.99,61.72,69.59,24.45,46.72,29.19,30.66,28.46,21.53,16.79,3.08
20210991,F,Applied Math,2.58,0,1,4,59.90,61.67,69.37,49.46,68.37,54.00,55.29,53.29,46.43,40.92,60.00,61.71,69.65,24.52,46.77,29.20,30.62,28.42,21.51,16.78,3.15
20210992,F,Computer Science,3.19,3,2,0,43.17,57.95,70.71,79.69,87.96,84.58,67.27,82.83,70.45,0.00,43.20,57.97,70.88,63.50,77.37,71.54,45.25,68.61,49.63,0.00,3.14
20210993,M,Information Systems,3.06,3,4,2,90.60,72.75,72.75,84.79,78.54,94.56,87.13,91.02,84.58,20.93,90.75,72.77,72.80,71.89,61.69,89.42,75.92,82.85,71.54,4.38,3.39
20210994,F,Electronic Engineering,3.34,3,2,2,83.60,85.22,70.97,78.54,93.40,90.21,63.93,73.74,76.65,45.61,83.74,85.25,71.15,61.69,87.24,81.38,40.87,54.38,58.75,20.80,3.53
20210995,F,Information Systems,3.31,0,1,2,68.78,80.15,76.42,38.68,58.88,56.99,68.35,50.18,64.22,64.22,68.92,80.32,76.46,14.96,34.67,32.48,46.72,25.18,41.24,41.24,3.34
20210996,M,Applied Math,3.79,1,2,1,86.76,74.48,71.48,54.71,69.67,56.99,56.35,57.63,58.57,63.36,86.95,74.54,71.54,29.93,48.54,32.48,31.75,33.21,34.30,40.14,3.53
20210997,F,Electronic Engineering,3.15,0,2,0,37.39,67.81,63.36,63.93,47.95,54.03,61.90,59.19,76.18,44.39,37.40,67.93,63.52,40.87,22.99,29.19,38.32,35.03,58.03,19.70,3.03
20210998,F,Applied Math,3.24,0,0,3,75.73,75.70,68.35,51.62,47.18,35.23,44.80,46.40,59.19,46.01,75.84,75.78,68.52,26.65,22.26,12.41,20.07,21.53,35.03,21.17,3.01
20210999,M,Applied Math,4,1,1,2,78.97,78.54,85.22,72.24,48.33,64.22,67.00,69.93,74.73,24.16,79.15,78.68,85.28,52.19,23.36,41.24,44.89,48.90,55.85,5.84,3.75
20211000,F,Applied Math,3.41,0,2,4,82.74,89.40,96.47,65.35,55.37,56.02,75.45,76.65,81.05,74.73,82.75,89.56,96.64,42.71,30.66,31.38,56.93,58.75,65.69,55.85,3.62
